Probe Set Name	Description
ENSG00000139835_at	growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]
ENSG00000139842_at	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]
ENSG00000139865_at	tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]
ENSG00000139874_at	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]
ENSG00000139880_at	cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]
ENSG00000139890_at	RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]
ENSG00000139899_at	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]
ENSG00000139908_at	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]
ENSG00000139910_at	NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]
ENSG00000139914_at	fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714]
ENSG00000139915_at	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:HGNC Symbol;Acc:HGNC:19835]
ENSG00000139921_at	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
ENSG00000139926_at	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]
ENSG00000139946_at	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]
ENSG00000139970_at	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]
ENSG00000139971_at	armadillo-like helical domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19846]
ENSG00000139973_at	synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142]
ENSG00000139974_at	solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]
ENSG00000139977_at	N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]
ENSG00000139985_at	ADAM metallopeptidase domain 21 [Source:HGNC Symbol;Acc:HGNC:200]
ENSG00000139988_at	retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]
ENSG00000139990_at	DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]
ENSG00000139998_at	RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]
ENSG00000140006_at	WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]
ENSG00000140009_at	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]
ENSG00000140015_at	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]
ENSG00000140022_at	stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]
ENSG00000140030_at	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]
ENSG00000140044_at	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]
ENSG00000140057_at	adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]
ENSG00000140067_at	family with sequence similarity 181 member A [Source:HGNC Symbol;Acc:HGNC:20491]
ENSG00000140090_at	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]
ENSG00000140092_at	fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]
ENSG00000140093_at	serpin family A member 10 [Source:HGNC Symbol;Acc:HGNC:15996]
ENSG00000140104_at	clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126]
ENSG00000140105_at	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]
ENSG00000140107_at	solute carrier family 25 member 47 [Source:HGNC Symbol;Acc:HGNC:20115]
ENSG00000140153_at	WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]
ENSG00000140157_at	NIPA magnesium transporter 2 [Source:HGNC Symbol;Acc:HGNC:17044]
ENSG00000140199_at	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
ENSG00000140254_at	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]
ENSG00000140259_at	microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]
ENSG00000140262_at	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]
ENSG00000140264_at	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]
ENSG00000140265_at	zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673]
ENSG00000140274_at	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]
ENSG00000140279_at	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]
ENSG00000140280_at	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]
ENSG00000140284_at	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]
ENSG00000140285_at	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]
ENSG00000140287_at	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]
ENSG00000140297_at	glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:HGNC:4205]
ENSG00000140307_at	general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
ENSG00000140319_at	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
ENSG00000140320_at	bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]
ENSG00000140323_at	dispatched RND transporter family member 2 [Source:HGNC Symbol;Acc:HGNC:19712]
ENSG00000140326_at	codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]
ENSG00000140332_at	transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]
ENSG00000140350_at	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]
ENSG00000140365_at	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]
ENSG00000140367_at	ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]
ENSG00000140368_at	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]
ENSG00000140374_at	electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]
ENSG00000140379_at	BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]
ENSG00000140382_at	high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]
ENSG00000140386_at	S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]
ENSG00000140391_at	tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]
ENSG00000140395_at	WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]
ENSG00000140396_at	nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]
ENSG00000140398_at	nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]
ENSG00000140400_at	mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]
ENSG00000140403_at	DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
ENSG00000140406_at	talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]
ENSG00000140416_at	tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
ENSG00000140443_at	insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
ENSG00000140450_at	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]
ENSG00000140451_at	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]
ENSG00000140455_at	ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
ENSG00000140459_at	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]
ENSG00000140463_at	Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969]
ENSG00000140464_at	promyelocytic leukemia [Source:HGNC Symbol;Acc:HGNC:9113]
ENSG00000140465_at	cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
ENSG00000140470_at	ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]
ENSG00000140471_at	lines homolog 1 [Source:HGNC Symbol;Acc:HGNC:30922]
ENSG00000140474_at	unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]
ENSG00000140479_at	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]
ENSG00000140481_at	coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]
ENSG00000140497_at	secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]
ENSG00000140505_at	cytochrome P450 family 1 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2596]
ENSG00000140511_at	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]
ENSG00000140519_at	Rh family C glycoprotein [Source:HGNC Symbol;Acc:HGNC:18140]
ENSG00000140521_at	DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]
ENSG00000140522_at	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]
ENSG00000140525_at	FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]
ENSG00000140526_at	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]
ENSG00000140527_at	WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]
ENSG00000140534_at	TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]
ENSG00000140538_at	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]
ENSG00000140545_at	milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]
ENSG00000140548_at	zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]
ENSG00000140553_at	unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]
ENSG00000140557_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]
ENSG00000140563_at	multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]
ENSG00000140564_at	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]
ENSG00000140575_at	IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]
ENSG00000140577_at	CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]
ENSG00000140598_at	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]
ENSG00000140600_at	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]
ENSG00000140612_at	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]
ENSG00000140623_at	septin 12 [Source:HGNC Symbol;Acc:HGNC:26348]
ENSG00000140632_at	glyoxylate reductase 1 homolog [Source:HGNC Symbol;Acc:HGNC:24434]
ENSG00000140675_at	solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]
ENSG00000140678_at	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]
ENSG00000140682_at	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]
ENSG00000140688_at	chromosome 16 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:25848]
ENSG00000140691_at	armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]
ENSG00000140694_at	poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]
ENSG00000140718_at	FTO, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678]
ENSG00000140740_at	ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586]
ENSG00000140743_at	cerebellar degeneration related protein 2 [Source:HGNC Symbol;Acc:HGNC:1799]
ENSG00000140749_at	immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]
ENSG00000140750_at	Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]
ENSG00000140795_at	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]
ENSG00000140798_at	ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]
ENSG00000140807_at	naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]
ENSG00000140829_at	DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211]
ENSG00000140830_at	thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041]
ENSG00000140832_at	MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]
ENSG00000140835_at	carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972]
ENSG00000140836_at	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]
ENSG00000140848_at	copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]
ENSG00000140853_at	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
ENSG00000140854_at	katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]
ENSG00000140859_at	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
ENSG00000140873_at	ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110]
ENSG00000140876_at	nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054]
ENSG00000140931_at	CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]
ENSG00000140932_at	CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]
ENSG00000140937_at	cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]
ENSG00000140939_at	nucleolar protein 3 [Source:HGNC Symbol;Acc:HGNC:7869]
ENSG00000140941_at	microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]
ENSG00000140943_at	membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]
ENSG00000140945_at	cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]
ENSG00000140948_at	zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]
ENSG00000140950_at	TBC/LysM-associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29325]
ENSG00000140955_at	adenosine deaminase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30714]
ENSG00000140961_at	oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]
ENSG00000140968_at	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]
ENSG00000140983_at	ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]
ENSG00000140986_at	ribosomal protein L3 like [Source:HGNC Symbol;Acc:HGNC:10351]
ENSG00000140987_at	zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812]
ENSG00000140990_at	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
ENSG00000140992_at	3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]
ENSG00000140993_at	tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331]
ENSG00000140995_at	differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]
ENSG00000141002_at	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]
ENSG00000141012_at	galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]
ENSG00000141013_at	growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166]
ENSG00000141026_at	mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]
ENSG00000141027_at	nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672]
ENSG00000141030_at	COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239]
ENSG00000141034_at	GID complex subunit 4 homolog [Source:HGNC Symbol;Acc:HGNC:28453]
ENSG00000141040_at	zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502]
ENSG00000141052_at	myocardin [Source:HGNC Symbol;Acc:HGNC:16067]
ENSG00000141068_at	kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465]
ENSG00000141076_at	UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]
ENSG00000141084_at	RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]
ENSG00000141096_at	dipeptidase 3 [Source:HGNC Symbol;Acc:HGNC:23029]
ENSG00000141098_at	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]
ENSG00000141101_at	NIN1 (RPN12) binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]
ENSG00000141127_at	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]
ENSG00000141161_at	unc-45 myosin chaperone B [Source:HGNC Symbol;Acc:HGNC:14304]
ENSG00000141179_at	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]
ENSG00000141194_at	olfactory receptor family 4 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:8293]
ENSG00000141198_at	target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]
ENSG00000141200_at	kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443]
ENSG00000141219_at	chromosome 17 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:29601]
ENSG00000141232_at	transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]
ENSG00000141252_at	VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
ENSG00000141255_at	spermatogenesis associated 22 [Source:HGNC Symbol;Acc:HGNC:30705]
ENSG00000141258_at	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]
ENSG00000141279_at	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]
ENSG00000141293_at	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
ENSG00000141294_at	leucine rich repeat containing 46 [Source:HGNC Symbol;Acc:HGNC:25047]
ENSG00000141295_at	secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]
ENSG00000141298_at	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]
ENSG00000141314_at	rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]
ENSG00000141316_at	sperm acrosome associated 3 [Source:HGNC Symbol;Acc:HGNC:16260]
ENSG00000141338_at	ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]
ENSG00000141349_at	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]
ENSG00000141367_at	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]
ENSG00000141371_at	chromosome 17 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:26990]
ENSG00000141376_at	BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
ENSG00000141378_at	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]
ENSG00000141380_at	SS18, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:11340]
ENSG00000141384_at	TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]
ENSG00000141385_at	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]
ENSG00000141391_at	PRELI domain containing 3A [Source:HGNC Symbol;Acc:HGNC:24639]
ENSG00000141401_at	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]
ENSG00000141404_at	G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
ENSG00000141424_at	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]
ENSG00000141425_at	regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]
ENSG00000141428_at	chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]
ENSG00000141429_at	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]
ENSG00000141431_at	ASXL transcriptional regulator 3 [Source:HGNC Symbol;Acc:HGNC:29357]
ENSG00000141433_at	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]
ENSG00000141434_at	meprin A subunit beta [Source:HGNC Symbol;Acc:HGNC:7020]
ENSG00000141441_at	GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]
ENSG00000141446_at	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]
ENSG00000141447_at	oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]
ENSG00000141448_at	GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]
ENSG00000141449_at	GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]
ENSG00000141452_at	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]
ENSG00000141456_at	proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]
ENSG00000141458_at	NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]
ENSG00000141469_at	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]
ENSG00000141480_at	arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]
ENSG00000141485_at	solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]
ENSG00000141497_at	zinc finger MYND-type containing 15 [Source:HGNC Symbol;Acc:HGNC:20997]
ENSG00000141499_at	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]
ENSG00000141503_at	misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]
ENSG00000141504_at	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]
ENSG00000141505_at	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]
ENSG00000141506_at	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]
ENSG00000141510_at	tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]
ENSG00000141519_at	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]
ENSG00000141522_at	Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]
ENSG00000141524_at	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]
ENSG00000141526_at	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
ENSG00000141527_at	caspase recruitment domain family member 14 [Source:HGNC Symbol;Acc:HGNC:16446]
ENSG00000141540_at	tweety family member 2 [Source:HGNC Symbol;Acc:HGNC:13877]
ENSG00000141542_at	RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18284]
ENSG00000141543_at	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]
ENSG00000141551_at	casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]
ENSG00000141552_at	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]
ENSG00000141556_at	tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]
ENSG00000141560_at	fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]
ENSG00000141562_at	nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]
ENSG00000141564_at	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]
ENSG00000141568_at	forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]
ENSG00000141569_at	tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316]
ENSG00000141570_at	chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962]
ENSG00000141574_at	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]
ENSG00000141576_at	ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402]
ENSG00000141577_at	centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511]
ENSG00000141579_at	zinc finger protein 750 [Source:HGNC Symbol;Acc:HGNC:25843]
ENSG00000141580_at	WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]
ENSG00000141582_at	chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]
ENSG00000141622_at	ring finger protein 165 [Source:HGNC Symbol;Acc:HGNC:31696]
ENSG00000141627_at	dymeclin [Source:HGNC Symbol;Acc:HGNC:21317]
ENSG00000141639_at	mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]
ENSG00000141644_at	methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]
ENSG00000141646_at	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]
ENSG00000141655_at	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]
ENSG00000141664_at	zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]
ENSG00000141665_at	F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617]
ENSG00000141668_at	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]
ENSG00000141682_at	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]
ENSG00000141696_at	prolyl 3-hydroxylase family member 4 (non-enzymatic) [Source:HGNC Symbol;Acc:HGNC:16946]
ENSG00000141698_at	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]
ENSG00000141699_at	reticulophagy regulator family member 3 [Source:HGNC Symbol;Acc:HGNC:27258]
ENSG00000141736_at	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
ENSG00000141738_at	growth factor receptor bound protein 7 [Source:HGNC Symbol;Acc:HGNC:4567]
ENSG00000141741_at	migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28230]
ENSG00000141744_at	phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]
ENSG00000141748_at	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]
ENSG00000141750_at	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]
ENSG00000141753_at	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]
ENSG00000141756_at	FK506 binding protein 10 [Source:HGNC Symbol;Acc:HGNC:18169]
ENSG00000141759_at	thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]
ENSG00000141837_at	calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]
ENSG00000141854_at	MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]
